"contrast","iso1","iso2","iso1.mean.ratio","iso2.mean.ratio","Condition1(x=1)","Condition2(x=2)","before.interval","after.interval","x.value","y.value","before.prob","after.prob","before.diff","after.diff","before.pval","after.pval","before.FDR","after.FDR","before.t.points","after.t.points","prob","diff","cor","numeric.coordinates"
"SETI_WT.P-SETI_e.mock","AT2G32500_ID4","AT2G32500_ID8",0.0607244357377722,0.000678629904474798,"SETI_e.mock","SETI_WT.P","[1,1.9889]","(1.9889,2]",1.98894794751082,0.0328544990628878,1,0.333333333333333,2.97270566666667,-0.0332216666666667,0.0934486143487283,0.422649730810374,0.186897228697457,0.422649730810374,1,1,0.333333333333333,3.00592733333333,-0.373511899134098,NA
"SETI_WT.P-SETI_e.mock","AT2G20950_P5","AT2G20950_P8",0.0219859083128736,0.0514385451759308,"SETI_e.mock","SETI_WT.P","[1,1.2994]","(1.2994,2]",1.2994357774311,0.484074465382215,0.666666666666667,0.666666666666667,0.690978,-1.616622,0.185855779002806,0.376729218793972,0.371711558005611,0.376729218793972,1,1,0.333333333333333,2.3076,-0.345672840616134,NA
"SETI_WT.P-SETI_e.mock","AT2G20950_P4","AT2G20950_P8",0.171053755136108,0.0514385451759308,"SETI_e.mock","SETI_WT.P","[1,1.8928]","(1.8928,2]",1.89283851733823,1.44338238957637,1,0.333333333333333,4.27203766666667,-0.512744333333333,0.0238354082778866,0.834168343848855,0.0476708165557733,0.834168343848855,1,1,0.333333333333333,4.784782,-0.584434836639865,NA
"SETI_WT.P-SETI_e.mock","AT2G20950_P12","AT2G20950_P7",0.124154908966373,0.0255340674965542,"SETI_e.mock","SETI_WT.P","[1,1.1078]","(1.1078,2]",1.10781193969341,0.420678738701625,0.333333333333333,1,-0.426021,3.52549866666667,0.422649730810374,0.27619513908766,0.422649730810374,0.422649730810374,1,1,0.333333333333333,3.95151966666667,-0.152564684793479,NA
"SETI_WT.P-SETI_e.mock","AT2G20950_P12","AT2G20950_P6",0.124154908966373,0.00848488988108512,"SETI_e.mock","SETI_WT.P","[1,1.064]","(1.064,2]",1.0639694115553,0.249606596867607,0.333333333333333,1,-0.266665,3.901968,0.422649730810374,0.225701571154636,0.422649730810374,0.422649730810374,1,1,0.333333333333333,4.168633,-0.292609027049979,NA
"SETI_WT.P-SETI_e.mock","AT2G20950_P10","AT2G20950_P8",0.0153621906595309,0.0514385451759308,"SETI_e.mock","SETI_WT.P","[1,1.23]","(1.23,2]",1.22997038082589,0.371775176991514,0.666666666666667,0.666666666666667,0.482806333333333,-1.616622,0.183503752510184,0.376729218793972,0.367007505020369,0.376729218793972,1,1,0.333333333333333,2.09942833333333,-0.347169713018781,NA
"SETI_WT.P-SETI_e.mock","AT2G20950_ID22","AT2G20950_P12",0.010814600656427,0.124154908966373,"SETI_e.mock","SETI_WT.P","[1,1.0398]","(1.0398,2]",1.03977283249377,0.155192319660038,0.333333333333333,1,0.153917666666667,-3.716002,0.422649730810374,0.248696452977031,0.422649730810374,0.422649730810374,1,1,0.333333333333333,3.86991966666667,-0.100831883040838,NA
"SETI_WT.P-SETI_e.mock","AT2G20950_ID20","AT2G20950_P12",0.00601745787610318,0.124154908966373,"SETI_e.mock","SETI_WT.P","[1,1.0462]","(1.0462,2]",1.0462268453902,0.180375671453497,0.333333333333333,1,0.189118,-3.901968,0.422649730810374,0.225701571154636,0.422649730810374,0.422649730810374,1,1,0.333333333333333,4.091086,-0.292609027049979,NA
"SETI_WT.P-SETI_e.mock","AT2G20950.2","AT2G20950_P8",0.0076145362557103,0.0514385451759308,"SETI_e.mock","SETI_WT.P","[1,1.1289]","(1.1289,2]",1.12894392758361,0.208453590098064,0.666666666666667,0.666666666666667,0.239311333333333,-1.616622,0.258853869645794,0.376729218793972,0.376729218793972,0.376729218793972,1,1,0.333333333333333,1.85593333333333,-0.302114641348621,NA
"SETI_WT.P-SETI_e.mock","AT2G16990_P2","AT2G16990_s2",0.602843259243753,0.0153558510185778,"SETI_e.mock","SETI_WT.P","[1,1.9752]","(1.9752,2]",1.97516034759082,0.151843842990614,1,0.333333333333333,6.11296166666667,-0.155711666666667,0.0466398506711807,0.422649730810374,0.0932797013423614,0.422649730810374,1,1,0.333333333333333,6.26867333333333,-0.40816788731634,NA
"SETI_WT.P-SETI_e.mock","AT2G16990_P1","AT2G16990_P2",0.0318912296817307,0.602843259243753,"SETI_e.mock","SETI_WT.P","[1,1.9681]","(1.9681,2]",1.9680993816487,0.195007257124447,1,0.333333333333333,-5.98685533333333,0.197277666666667,0.0501078520121942,0.422649730810374,0.100215704024388,0.422649730810374,1,1,0.333333333333333,6.184133,-0.169835860428827,NA
"SETI_WT.P-SETI_e.mock","AT2G16900_JS1","AT2G16900_P3",0.00689916738561537,0.0132587242059343,"SETI_e.mock","SETI_WT.P","[1,1.0119]","(1.0119,2]",1.01188438175231,0.0778236141605564,0.333333333333333,1,0.038237,-3.179179,0.422649730810374,0.00275262651633616,0.422649730810374,0.00550525303267232,1,1,0.333333333333333,3.217416,0.985634093946993,NA
"SETI_WT.P-SETI_e.mock","AT2G16900.2","AT2G16900_P3",0.00199713411467478,0.0132587242059343,"SETI_e.mock","SETI_WT.P","[1,1.0208]","(1.0208,2]",1.02084656293111,0.136511507618726,0.333333333333333,1,0.120993666666667,-5.68301666666667,0.422649730810374,0.00221312814240716,0.422649730810374,0.00442625628481432,1,1,0.333333333333333,5.80401033333333,0.943022260194998,NA
"SETI_WT.P-SETI_e.mock","AT2G16900.2","AT2G16900_JS1",0.00199713411467478,0.00689916738561537,"SETI_e.mock","SETI_WT.P","[1,1.032]","(1.032,2]",1.03199445139123,0.14480981370626,0.333333333333333,1,0.0827566666666667,-2.50383766666667,0.422649730810374,0.0287378036117929,0.422649730810374,0.0574756072235858,1,1,0.333333333333333,2.58659433333333,0.915970179958386,NA
"SETI_WT.P-SETI_e.mock","AT2G13800_P3","AT2G13800_s2",0.0897013346154561,0.00699374345657535,"SETI_e.mock","SETI_WT.P","[1,1.9277]","(1.9277,2]",1.92767218770571,0.308600666858433,1,0.333333333333333,4.26669433333333,-0.332661333333333,0.0302255063237935,0.422649730810374,0.0604510126475869,0.422649730810374,1,1,0.333333333333333,4.59935566666667,-0.421335064071563,NA
"SETI_WT.P-SETI_e.mock","AT2G13800_P3","AT2G13800_c4",0.0897013346154561,0.00454281754718281,"SETI_e.mock","SETI_WT.P","[1,1.9518]","(1.9518,2]",1.95179735354462,0.205665958482845,1,0.333333333333333,4.26669433333333,-0.216081666666667,0.0302255063237935,0.422649730810374,0.0604510126475869,0.422649730810374,1,1,0.333333333333333,4.482776,-0.421335064071563,NA
"SETI_WT.P-SETI_e.mock","AT2G13800_ID9","AT2G13800_P1",0.00821520141280928,0.630598220488431,"SETI_e.mock","SETI_WT.P","[1,1.0025]","(1.0025,2]",1.00251193067925,0.0753447536740573,0.333333333333333,1,0.0747386666666667,-29.6787363333333,0.422649730810374,0.0092663367212616,0.422649730810374,0.0185326734425232,1,1,0.333333333333333,29.753475,0.425453881981987,NA
"SETI_WT.P-SETI_e.mock","AT2G13800_ID6","AT2G13800_P3",0.00495220337425641,0.0897013346154561,"SETI_e.mock","SETI_WT.P","[1,1.9656]","(1.9656,2]",1.96563779419871,0.146613028773206,1,0.333333333333333,-4.179881,0.148741,0.0371116696673222,0.422649730810374,0.0742233393346443,0.422649730810374,1,1,0.333333333333333,4.328622,-0.296166349732512,NA
"SETI_WT.P-SETI_e.mock","AT2G13800_ID6","AT2G13800_P1",0.00495220337425641,0.630598220488431,"SETI_e.mock","SETI_WT.P","[1,1.0029]","(1.0029,2]",1.00290027142104,0.0869929403751383,0.333333333333333,1,0.0868133333333333,-29.8460173333333,0.422649730810374,0.0084670629959239,0.422649730810374,0.0169341259918478,1,1,0.333333333333333,29.9328306666667,0.132681255717913,NA
"SETI_WT.P-SETI_e.mock","AT2G02730_ID4","AT2G02730_c2",0.0403038096659774,0.337731088762496,"SETI_e.mock","SETI_WT.P","[1,1.0052]","(1.0052,2]",1.00524600247545,0.0657890713414964,0.333333333333333,1,0.0585523333333333,-11.1027716666667,0.422649730810374,0.00913585162604531,0.422649730810374,0.0182717032520906,1,1,0.333333333333333,11.161324,0.731749260328025,NA
"SETI_WT.P-SETI_e.mock","AT1G80260_JC5","AT1G80260_s1",0.0428957486856436,0.131069098101468,"SETI_e.mock","SETI_WT.P","[1,1.8112]","(1.8112,2]",1.81123517414451,0.369020875484524,1,0.333333333333333,-1.21858366666667,0.28355,0.0763431765226195,0.663212388350778,0.152686353045239,0.663212388350778,1,1,0.333333333333333,1.50213366666667,-0.473219500492783,NA
"SETI_WT.P-SETI_e.mock","AT1G80260_JC5","AT1G80260_P2",0.0428957486856436,0.191495183535256,"SETI_e.mock","SETI_WT.P","[1,1.836]","(1.836,2]",1.83595965355854,0.38026773623472,1,0.333333333333333,-1.960538,0.384716333333333,0.0294444021649649,0.422649730810374,0.0588888043299297,0.422649730810374,1,1,0.333333333333333,2.34525433333333,-0.356971989684877,NA
"SETI_WT.P-SETI_e.mock","AT1G75420_P1","AT1G75420_P3",0.641777529002935,0.105723839524666,"SETI_e.mock","SETI_WT.P","[1,1.9575]","(1.9575,2]",1.95754364942307,1.52959331201829,1,0.333333333333333,8.47517766666667,-0.375779333333333,0.000276796381100208,0.811703719842787,0.000553592762200415,0.811703719842787,1,1,0.333333333333333,8.850957,-0.818198169569777,NA
"SETI_WT.P-SETI_e.mock","AT1G75420_ID3","AT1G75420_P3",0.0224274168545991,0.105723839524666,"SETI_e.mock","SETI_WT.P","[1,1.175]","(1.175,2]",1.17500738961329,0.279559195935934,0.333333333333333,1,0.338862666666667,-1.59741366666667,0.422649730810374,0.17301100630493,0.422649730810374,0.346022012609859,1,1,0.333333333333333,1.93627633333333,-0.322382949313448,NA
"SETI_WT.P-SETI_e.mock","AT1G72640_ID19","AT1G72640_P3",0.00792913215992667,0.0345187511926137,"SETI_e.mock","SETI_WT.P","[1,1.988]","(1.988,2]",1.9879919432892,0.0798743593996586,1,0.333333333333333,-1.82178666666667,0.022142,0.12718609257301,0.861175424445157,0.25437218514602,0.861175424445157,1,1,0.333333333333333,1.84392866666667,0.193376975850071,NA
"SETI_WT.P-SETI_e.mock","AT1G72640_ID14","AT1G72640_P4",0.0894476410683582,0.039886634938167,"SETI_e.mock","SETI_WT.P","[1,1.8926]","(1.8926,2]",1.89262044154905,0.650077529141829,0.666666666666667,0.666666666666667,3.81310433333333,-0.458705,0.367288639515754,0.283381470474506,0.367288639515754,0.367288639515754,1,1,0.333333333333333,4.27180933333333,0.031815119531834,NA
"SETI_WT.P-SETI_e.mock","AT1G72640_ID14","AT1G72640_P3",0.0894476410683582,0.0345187511926137,"SETI_e.mock","SETI_WT.P","[1,1.9861]","(1.9861,2]",1.98611495995493,0.0840602499651535,1,0.333333333333333,3.77080466666667,-0.053095,0.172469745052984,0.422649730810374,0.344939490105968,0.422649730810374,1,1,0.333333333333333,3.82389966666667,0.931230686613064,NA
"SETI_WT.P-SETI_e.mock","AT1G72640_ID14","AT1G72640_ID19",0.0894476410683582,0.00792913215992667,"SETI_e.mock","SETI_WT.P","[1,1.9867]","(1.9867,2]",1.9867256036042,0.0803634037457028,1,0.333333333333333,5.59259133333333,-0.075237,0.131488744560377,0.422649730810374,0.262977489120754,0.422649730810374,1,1,0.333333333333333,5.66782833333333,0.182237822798573,NA
"SETI_WT.P-SETI_e.mock","AT1G68920.3","AT1G68920_s2",0.0826127734067365,0.175767505500973,"SETI_e.mock","SETI_WT.P","[1,1.2491]","(1.2491,2]",1.24910399829156,0.541895191526168,0.666666666666667,0.666666666666667,0.572345,-1.72526966666667,0.205643003891439,0.22828553509722,0.22828553509722,0.22828553509722,1,1,0.333333333333333,2.29761466666667,0.174308089251047,NA
"SETI_WT.P-SETI_e.mock","AT1G61430_P8","AT1G61430_P9",0.179204996759687,0.0316108751535486,"SETI_e.mock","SETI_WT.P","[1,1.0346]","(1.0346,2]",1.03457203938538,0.423506536148056,0.333333333333333,1,-0.0760703333333333,2.12427233333333,0.922831495692377,0.0658481384901394,0.922831495692377,0.131696276980279,1,1,0.333333333333333,2.20034266666667,-0.5000524947285,NA
"SETI_WT.P-SETI_e.mock","AT1G61430_P6","AT1G61430_P8",0.0480824744942445,0.179204996759687,"SETI_e.mock","SETI_WT.P","[1,1.1254]","(1.1254,2]",1.12542635488701,0.583561888422579,0.333333333333333,1,0.304651,-2.12427233333333,0.76838618854755,0.0658481384901394,0.76838618854755,0.131696276980279,1,1,0.333333333333333,2.42892333333333,-0.5000524947285,NA
"SETI_WT.P-SETI_e.mock","AT1G61430_P3","AT1G61430_P9",0.100363424287888,0.0316108751535486,"SETI_e.mock","SETI_WT.P","[1,1.2395]","(1.2395,2]",1.23952296232931,0.333600236561422,0.333333333333333,1,-0.438672333333333,1.39276933333333,0.422649730810374,0.072299922238865,0.422649730810374,0.14459984447773,1,1,0.333333333333333,1.83144166666667,-0.388677778435677,NA
"SETI_WT.P-SETI_e.mock","AT1G61430_P3","AT1G61430_P6",0.100363424287888,0.0480824744942445,"SETI_e.mock","SETI_WT.P","[1,1.3239]","(1.3239,2]",1.32390571170183,0.451125942149818,0.333333333333333,1,-0.667253,1.39276933333333,0.422649730810374,0.072299922238865,0.422649730810374,0.14459984447773,1,1,0.333333333333333,2.06002233333333,-0.388677778435677,NA
"SETI_WT.P-SETI_e.mock","AT1G61430_P2","AT1G61430_P9",0.20249984507028,0.0316108751535486,"SETI_e.mock","SETI_WT.P","[1,1.135]","(1.135,2]",1.13502532102471,0.379440460700341,0.333333333333333,1,-0.438672333333333,2.810143,0.422649730810374,0.0217136404239751,0.422649730810374,0.0434272808479502,1,1,0.333333333333333,3.24881533333333,-0.428398601509958,NA
"SETI_WT.P-SETI_e.mock","AT1G61430_P2","AT1G61430_P6",0.20249984507028,0.0480824744942445,"SETI_e.mock","SETI_WT.P","[1,1.1919]","(1.1919,2]",1.19188294919532,0.539218526500577,0.333333333333333,1,-0.667253,2.810143,0.422649730810374,0.0217136404239751,0.422649730810374,0.0434272808479502,1,1,0.333333333333333,3.477396,-0.428398601509958,NA
"SETI_WT.P-SETI_e.mock","AT1G61430_P12","AT1G61430_P9",0.0849066026002251,0.0316108751535486,"SETI_e.mock","SETI_WT.P","[1,1.2713]","(1.2713,2]",1.27129728314536,0.319661721108965,0.333333333333333,1,-0.438672333333333,1.178271,0.422649730810374,0.147277529168324,0.422649730810374,0.294555058336647,1,1,0.333333333333333,1.61694333333333,-0.338011625421421,NA
"SETI_WT.P-SETI_e.mock","AT1G61430_P12","AT1G61430_P6",0.0849066026002251,0.0480824744942445,"SETI_e.mock","SETI_WT.P","[1,1.3616]","(1.3616,2]",1.36155205784373,0.426006304747595,0.333333333333333,1,-0.667253,1.178271,0.422649730810374,0.147277529168324,0.422649730810374,0.294555058336647,1,1,0.333333333333333,1.845524,-0.338011625421421,NA
"SETI_WT.P-SETI_e.mock","AT1G61430_P10","AT1G61430_P9",0.168034780160733,0.0316108751535486,"SETI_e.mock","SETI_WT.P","[1,1.0663]","(1.0663,2]",1.0662592249443,0.409606244522157,0.333333333333333,1,-0.144604,2.037794,0.422649730810374,0.124132853716185,0.422649730810374,0.248265707432369,1,1,0.333333333333333,2.182398,-0.104410753915861,NA
"SETI_WT.P-SETI_e.mock","AT1G50410_JS1","AT1G50410_JS4",0.0766563676430348,0.0324182934178229,"SETI_e.mock","SETI_WT.P","[1,1.2462]","(1.2462,2]",1.24623408603667,0.464210102125687,0.333333333333333,1,-0.527836333333333,1.6158,0.422649730810374,0.0527916041239995,0.422649730810374,0.105583208247999,1,1,0.333333333333333,2.14363633333333,-0.24925796522023,NA
"SETI_WT.P-SETI_e.mock","AT1G20380_JS2","AT1G20380_P1",0.0585662784511883,0.900852290937231,"SETI_e.mock","SETI_WT.P","[1,1.9978]","(1.9978,2]",1.99775746029386,0.184205206114179,1,0.333333333333333,-4.473404,0.0100543333333334,0.00354959490960916,0.977117400970134,0.00709918981921832,0.977117400970134,1,1,0.333333333333333,4.48345833333333,-0.0908668286808582,NA
"SETI_WT.P-SETI_e.mock","AT1G20380_JS1","AT1G20380_P1",0.0405814306115811,0.900852290937231,"SETI_e.mock","SETI_WT.P","[1,1.9912]","(1.9912,2]",1.99121520958566,0.213155544340279,1,0.333333333333333,-4.599416,0.040763,0.00584469213653772,0.914976450217994,0.0116893842730754,0.914976450217994,1,1,0.333333333333333,4.640179,-0.474974226910199,NA
"SETI_WT.P-SETI_e.mock","AT1G14700_P4","AT1G14700_s1",0.0691988144985642,0.0226248068454352,"SETI_e.mock","SETI_WT.P","[1,1.7774]","(1.7774,2]",1.77744715196392,0.271663214090783,1,0.333333333333333,1.151074,-0.329507666666667,0.210099854957059,0.422649730810374,0.420199709914118,0.422649730810374,1,1,0.333333333333333,1.48058166666667,-0.323612646068597,NA
"SETI_WT.P-SETI_e.mock","AT1G14700_P1","AT1G14700_s1",0.838384688723107,0.0226248068454352,"SETI_e.mock","SETI_WT.P","[1,1.9781]","(1.9781,2]",1.97810439797211,0.323816707758258,1,0.333333333333333,14.7195266666667,-0.329507666666667,0.024939967063973,0.422649730810374,0.049879934127946,0.422649730810374,1,1,0.333333333333333,15.0490343333333,-0.400458025437953,NA
"SETI_WT.P-SETI_e.mock","AT1G14700_ID3","AT1G14700_s1",0.0697916899328939,0.0226248068454352,"SETI_e.mock","SETI_WT.P","[1,1.779]","(1.779,2]",1.77900816432378,0.272068942016609,1,0.333333333333333,1.16153233333333,-0.329507666666667,0.0574215042797545,0.422649730810374,0.114843008559509,0.422649730810374,1,1,0.333333333333333,1.49104,-0.298967311750541,NA
"SETI_WT.P-SETI_e.mock","AT1G14270_ID1","AT1G14270_ID16",0.0173101124832588,0.00389357163919847,"SETI_e.mock","SETI_WT.P","[1,1.9601]","(1.9601,2]",1.96010020427422,0.062496779036437,1,0.333333333333333,1.266665,-0.05264,0.00395459163173602,0.422649730810374,0.00790918326347204,0.422649730810374,1,1,0.333333333333333,1.319305,0.816367814567669,NA
"SETI_WT.P-SETI_e.mock","AT1G11100_P3","AT1G11100_P4",0.240418631268027,0.756094511536515,"SETI_e.mock","SETI_WT.P","[1,1.014]","(1.014,2]",1.01397572524601,0.223774155596486,0.333333333333333,1,0.157008333333333,-11.077352,0.422649730810374,0.00126129982957369,0.422649730810374,0.00252259965914737,1,1,0.333333333333333,11.2343603333333,0.970674952914828,NA
"SETI_WT.P-SETI_e.mock","AT1G11100.2","AT1G11100_P4",0.00348685719545749,0.756094511536515,"SETI_e.mock","SETI_WT.P","[1,1.0046]","(1.0046,2]",1.00459049858118,0.0735013693879326,0.333333333333333,1,0.0738403333333333,-16.011631,0.422649730810374,0.00342083232040829,0.422649730810374,0.00684166464081659,1,1,0.333333333333333,16.0854713333333,-0.444169503408736,NA
"SETI_WT.P-SETI_e.mock","AT1G10890_c1","AT1G10890_c4",0.0317944721864182,0.0705500550541127,"SETI_e.mock","SETI_WT.P","[1,1.0598]","(1.0598,2]",1.05977187276552,1.96639874666696,0.333333333333333,1,0.173065333333333,-2.72236566666667,0.895117449895629,0.0493931297059455,0.895117449895629,0.0987862594118911,1,1,0.333333333333333,2.895431,0.135554926059978,NA
"SETI_WT.P-SETI_e.mock","AT1G10890_P3","AT1G10890_c5",0.118029025469538,0.202206698887865,"SETI_e.mock","SETI_WT.P","[1,1.1449]","(1.1449,2]",1.14491092220453,1.92745119176524,0.333333333333333,1,1.12984133333333,-6.66695766666667,0.422649730810374,0.00669750881446834,0.422649730810374,0.0133950176289367,1,1,0.333333333333333,7.796799,0.882277013131426,NA
"SETI_WT.P-SETI_e.mock","AT1G09140_CR6","AT1G09140_s1",0.0123543782891787,0.00856771694759192,"SETI_e.mock","SETI_WT.P","[1,1.3797]","(1.3797,2]",1.37972683412633,0.608056326335263,0.333333333333333,1,-0.774784,1.265588,0.422649730810374,0.206734814345592,0.422649730810374,0.413469628691185,1,1,0.333333333333333,2.040372,-0.23402627868535,NA
"SETI_WT.P-SETI_e.mock","AT1G09140_CR6","AT1G09140_ID83",0.0123543782891787,0.00700208000301531,"SETI_e.mock","SETI_WT.P","[1,1.3525]","(1.3525,2]",1.35247536515093,0.564418567232613,0.333333333333333,1,-0.828755,1.52248733333333,0.422649730810374,0.110212925168365,0.422649730810374,0.220425850336729,1,1,0.333333333333333,2.35124233333333,-0.284781443320034,NA
"SETI_WT.P-SETI_e.mock","AT1G09140_CR4","AT1G09140_CR6",0.00514305634839453,0.0123543782891787,"SETI_e.mock","SETI_WT.P","[1,1.1358]","(1.1358,2]",1.13579066070818,0.217441494464896,0.333333333333333,1,0.174243,-1.10893066666667,0.422649730810374,0.0980334618968531,0.422649730810374,0.196066923793706,1,1,0.333333333333333,1.28317366666667,0.66430348278013,NA
"SETI_WT.P-SETI_e.mock","AT1G04620_ID11","AT1G04620_JC2",0.00958155723070764,0.277301321464537,"SETI_e.mock","SETI_WT.P","[1,1.9951]","(1.9951,2]",1.99514378832146,0.0630902267345792,1,0.333333333333333,-12.6042636666667,0.0615076666666667,0.0878329642126187,0.422649730810374,0.175665928425237,0.422649730810374,1,1,0.333333333333333,12.6657713333333,0.299614111001597,NA
"SETI_WT.P-SETI_e.mock","AT1G04080_c1","AT1G04080_s3",0.0474989484703198,0.0368165463633182,"SETI_e.mock","SETI_WT.P","[1,1.7373]","(1.7373,2]",1.73728657414285,1.11600127526901,0.666666666666667,0.666666666666667,1.26715133333333,-0.451517333333333,0.440656341939821,0.421019289642813,0.440656341939821,0.440656341939821,1,1,0.333333333333333,1.71866866666667,0.409358643062154,NA
"SETI_WT.P-SETI_e.mock","AT1G02350_c4","AT1G02350_c5",0.0680967943998168,0.739642605987232,"SETI_e.mock","SETI_WT.P","[1,1.9537]","(1.9537,2]",1.95369782253901,0.359222000765588,1,0.333333333333333,-7.403368,0.359434666666667,0.0054291436857266,0.422649730810374,0.0108582873714532,0.422649730810374,1,1,0.333333333333333,7.76280266666667,-0.0317552422733531,NA
"SETI_WT.P-SETI_e.mock","AT5G07150_ID4","AT5G07150_P2",0.269741629482101,0.0712027470648304,"SETI_e.mock","SETI_WT.P","[1,1.7912]","(1.7912,2]",1.79116022447424,0.262330533750496,0.666666666666667,0.333333333333333,1.256133,-0.331577,0.252433964789225,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0,1.58771,-0.27849071244653,NA
"SETI_WT.P-SETI_e.mock","AT5G07150_ID18","AT5G07150_P2",0.221815664287971,0.0712027470648304,"SETI_e.mock","SETI_WT.P","[1,1.757]","(1.757,2]",1.75700248071067,0.251004611546603,0.666666666666667,0.333333333333333,1.03295133333333,-0.331577,0.262606752870204,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0,1.36452833333333,-0.273272547864057,NA
"SETI_WT.P-SETI_e.mock","AT5G07150_ID14","AT5G07150_ID4",0.00856947423560181,0.269741629482101,"SETI_e.mock","SETI_WT.P","[1,1.9692]","(1.9692,2]",1.96920901063188,0.038677577847946,0.666666666666667,0.333333333333333,-1.256133,0.0399063333333333,0.252433964789225,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0,1.29603933333333,-0.27849071244653,NA
"SETI_WT.P-SETI_e.mock","AT5G07150_ID14","AT5G07150_ID18",0.00856947423560181,0.221815664287971,"SETI_e.mock","SETI_WT.P","[1,1.9628]","(1.9628,2]",1.96280370213756,0.0384219654720689,0.666666666666667,0.333333333333333,-1.03295133333333,0.0399063333333333,0.262606752870204,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0,1.07285766666667,-0.273272547864057,NA
"SETI_WT.P-SETI_e.mock","AT4G24810_P1","AT4G24810_P2",0.38135864446507,0.321330555756162,"SETI_e.mock","SETI_WT.P","[1,1.9414]","(1.9414,2]",1.94137051047621,0.536021788683268,0.666666666666667,0.333333333333333,1.53466833333333,-0.0955806666666667,0.375940468359958,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0,1.630249,0.942153402052118,NA
"SETI_WT.P-SETI_e.mock","AT4G12720_ID4","AT4G12720_P6",0.00211310656926169,0.00308378278367247,"SETI_e.mock","SETI_WT.P","[1,1.0231]","(1.0231,2]",1.02312956470407,0.168499349664486,0.333333333333333,0.666666666666667,0.028955,-1.222906,0.882042307706775,0.664850938213393,0.882042307706775,0.882042307706775,1,1,0,1.251861,0.472036143967333,NA
"SETI_WT.P-SETI_e.mock","AT4G12720.4","AT4G12720_ID4",0.00355288280588962,0.00211310656926169,"SETI_e.mock","SETI_WT.P","[1,1.0125]","(1.0125,2]",1.01245658978211,0.143184273426407,0.333333333333333,0.666666666666667,-0.0226236666666667,1.793577,0.837198195090364,0.63618097876471,0.837198195090364,0.837198195090364,1,1,0,1.81620066666667,0.115262078942446,NA
"SETI_WT.P-SETI_e.mock","AT3G55630_ID414","AT3G55630_JC1",0.0102914749680384,0.0284821884639789,"SETI_e.mock","SETI_WT.P","[1,1.779]","(1.779,2]",1.77902490608561,0.434982843117657,0.666666666666667,0.333333333333333,-1.755026,0.497823666666667,0.290284444332378,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0,2.25284966666667,-0.439729581468534,NA
"SETI_WT.P-SETI_e.mock","AT3G55630_ID138","AT3G55630_P5",0.0150094618688487,0.0282201222920486,"SETI_e.mock","SETI_WT.P","[1,1.8006]","(1.8006,2]",1.80055888064104,0.388981582670706,0.666666666666667,0.333333333333333,-1.21594433333333,0.302925,0.413281100749887,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0,1.51886933333333,-0.117994166490146,NA
"SETI_WT.P-SETI_e.mock","AT3G55630_ID138","AT3G55630_JC1",0.0150094618688487,0.0284821884639789,"SETI_e.mock","SETI_WT.P","[1,1.8029]","(1.8029,2]",1.80290912229687,0.387967480032288,0.666666666666667,0.333333333333333,-1.23405633333333,0.302925,0.382389888399325,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0,1.53698133333333,0.333724692286506,NA
"SETI_WT.P-SETI_e.mock","AT3G55630_ID128","AT3G55630_ID414",0.0304066500988847,0.0102914749680384,"SETI_e.mock","SETI_WT.P","[1,1.7913]","(1.7913,2]",1.79134358757124,0.438486025652314,0.666666666666667,0.333333333333333,1.88803,-0.497823666666667,0.221060131976777,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0,2.38585366666667,-0.115075993520169,NA
"SETI_WT.P-SETI_e.mock","AT3G55630_ID128","AT3G55630_ID138",0.0304066500988847,0.0150094618688487,"SETI_e.mock","SETI_WT.P","[1,1.8186]","(1.8186,2]",1.81860619135178,0.381194372635209,0.666666666666667,0.333333333333333,1.36706033333333,-0.302925,0.209650036107162,0.422649730810374,0.419300072214325,0.422649730810374,1,1,0,1.66998533333333,0.655902451112609,NA
"SETI_WT.P-SETI_e.mock","AT3G55630_ID114","AT3G55630_P4",0.0968404632677455,0.0458484661684538,"SETI_e.mock","SETI_WT.P","[1,1.9298]","(1.9298,2]",1.92981661174161,0.564607638337392,0.666666666666667,0.333333333333333,3.81190066666667,-0.287725666666667,0.222915012886596,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0,4.09962633333333,0.565861715240628,NA
"SETI_WT.P-SETI_e.mock","AT3G55630_ID114","AT3G55630_ID186",0.0968404632677455,0.118194862780535,"SETI_e.mock","SETI_WT.P","[1,1.9349]","(1.9349,2]",1.93494503110935,0.531415868846404,0.666666666666667,0.333333333333333,-1.586224,0.110372,0.53484627798314,0.422649730810374,0.53484627798314,0.53484627798314,1,1,0,1.696596,0.865153989324732,NA
